Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness
43688.78203788379,788.3271437646165,300.7649922167679,185.82747297928194,1.6189545902299136,0.7863415240268801,44173.71162679317,235.96049516508438,0.7411340201067326,0.9887124131921488,0.8831591622531421,0.7844371143470741
36851.1827730834,733.7887083133,279.84843926937754,168.12052268055362,1.6633719774752052,0.7991679408932955,37352.90885651414,216.73147208651358,0.7874032531938355,0.9871254697502919,0.8604224620894312,0.7748591531698269
49011.323566812796,829.4182699659978,312.5785779406119,200.37902756665864,1.5591887690597586,0.7672170682185339,49486.97425300087,249.66624559928397,0.6782824016345734,0.9903394934128524,0.8948352324347812,0.7991086462021735
39489.23830804228,734.8219123387937,272.6775307510888,184.6560736360938,1.4772709957193428,0.7358782330619387,40008.29499849326,224.25840911126474,0.7698843917044317,0.9886875128304925,0.920258942455225,0.8223547969240913
52330.83109783474,896.2858439924321,352.4217813429879,189.363805824662,1.8615934140610053,0.8434376215613553,53154.22527515278,258.0069488601641,0.7852484176605327,0.9854501861135252,0.8175374071905391,0.7322801084300147
41682.49870140634,773.5416864589932,299.513296391553,177.36215953331023,1.6883724837224747,0.8055613821290968,42074.86669604086,230.14541424704308,0.6798353604385047,0.990103595938397,0.8736515619918864,0.7687178979019702
38773.81078582847,725.2924789953108,269.3365184114629,184.04881942307807,1.463162683798161,0.7299713305128857,39137.788315290905,222.23766080507912,0.8288019863733872,0.9916244670394412,0.9277099869420802,0.82518822516907
47484.10611557958,850.2658707677667,341.7959395610088,178.02549768932604,1.9183608629067228,0.8533814595063905,48024.58988866404,245.6992271009969,0.723512766924397,0.9887496644815335,0.8248203172444639,0.7194952030997706
68461.00360740145,1019.123560961006,349.35838025925403,249.89580855247326,1.3973133263243154,0.698490102543147,69671.4010918649,295.3248699016575,0.761250405893113,0.9829631667128894,0.8288987478551849,0.8453620183010193
44022.61849705978,781.5001770082704,288.8996896572008,194.5313588793637,1.4861834570386008,0.7397278564580022,44522.06108952835,236.85480686515854,0.7137190679014077,0.9888340329514711,0.9052625423477406,0.8190233416730708
34996.57384871878,673.6456113519469,235.02362781179968,189.72079379361915,1.2393733126647843,0.5904121739156456,35208.34121768511,211.02801566021097,0.78246629234751,0.9915583149660754,0.9696642849137872,0.8980002988132009
59019.95306769625,931.6303869935915,359.7337457780527,211.30818566410244,1.7023612569105773,0.8092664942629902,60027.09396983142,274.2101734045659,0.7496838010044827,0.9835904933491164,0.855003155348726,0.7620292442084029
21885.209865387464,542.002874977709,202.01462469736583,138.09714683868873,1.4628567913873887,0.7300470697901595,22093.13404846544,166.9245418755476,0.7471926684442778,0.9895832537816336,0.9351117346734379,0.8261596039960007
24447.191240269065,584.6000726955469,219.885350767236,142.29079409371042,1.544834282225539,0.7620312016374224,24852.038392248593,176.50368268108346,0.7586597043231663,0.9856281386251712,0.8998973313827179,0.8031500799177641
41479.3720462968,737.3070897993372,251.24562393112154,210.84519796324832,1.191213311224095,0.5441045064824582,41824.2058770868,229.86737810411717,0.7840692147434382,0.9905869523924469,0.9588064329371881,0.9150983231933923
24817.299533380814,581.9630408596803,217.89192957241397,145.8445718229357,1.4922982575999837,0.742421370549784,25134.90516269749,177.8213984615896,0.7705966016295214,0.9861132276193659,0.9218673343643953,0.81668376517159
52066.249531018555,906.454845670104,316.92136120332873,209.63124356288068,1.5120166206134882,0.7500633099684145,53065.97897814033,257.48235651743136,0.7740542691270378,0.981085466903215,0.7970453747807904,0.8127193708734239
76511.9692047959,1051.4189167057966,380.20147331026595,257.6871848271806,1.4748699423110734,0.7351794606001266,77407.62541091778,312.1109723244697,0.7308284091253291,0.9882697031275467,0.8696502046693848,0.8210246635574265
46864.71377404547,817.1768163927995,316.3859624898926,190.07595168813668,1.6633467476655057,0.799199532942148,47366.03927262799,244.28131744303047,0.785344814220356,0.9903469213592213,0.8820211842372957,0.7724707568338467
23934.23798115885,577.1326553903352,211.13144244147378,144.80948294019842,1.4569263868164313,0.7270974151735697,24296.768850265504,174.5998294270584,0.7116309635964068,0.9842774112409246,0.9024321858299439,0.8272139331440278
46617.55441174102,865.097825692722,351.2268465767674,169.67236947222153,2.0697079162756693,0.8754776878865062,47306.0998935249,243.61791594116994,0.6559104969666074,0.9849858020632211,0.7834270370996447,0.6937204196100992
35574.22751892186,690.8089405293799,247.02504710505013,184.0254599713733,1.3421620484918224,0.6671171646185523,35838.512355183855,212.71249438917465,0.8261607498742369,0.9912472686504947,0.9356946049658534,0.8609795985956137
46088.304637729554,778.9569678938401,276.95890289701094,212.82458997794205,1.3018390271038098,0.639672966950681,46396.38876138908,242.31115801356833,0.7660552831373276,0.9930596736343866,0.9540316350314777,0.8745755088784305
32425.361843608443,653.1540080230454,219.92797540762095,187.98458129415357,1.1692691265568431,0.5181830540846256,32750.796355938244,203.25963234090713,0.769300321534324,0.9895681035157672,0.9534945302030915,0.9243941621167826
54341.56275194716,908.4095917658552,368.7737361284352,189.0372760098819,1.950946231142417,0.8587367409071144,54992.233573902646,263.1403385622179,0.7562269324047688,0.9887260941444447,0.8276384403118907,0.7135470707900764
40321.182237350906,729.6340543247366,257.5649292878395,199.69898542102663,1.2896925266338588,0.6315239675386977,40669.49786051422,226.42749210462307,0.7984755840014569,0.9910372025199341,0.9506695531689804,0.8794038093868682
204779.57075269593,1739.085218201487,659.3107828984663,398.6115439602055,1.6541093024259736,0.7963159897864662,209033.3668430422,510.6406671708426,0.811522364977321,0.9796641959226987,0.8506974003032791,0.7745600004043731
43755.07534909104,783.4062520875331,289.90528357245455,192.79031408379942,1.503569459799336,0.7467757251658899,44250.50968025929,236.08689625667017,0.7755985566962421,0.9904963386105631,0.8968992645893988,0.8142631331174829
39373.48560567717,715.0801974809034,251.7538256741667,199.42613588365793,1.2625572503156273,0.6102102779557428,39733.39165344949,224.04939605365263,0.7891248065755225,0.9920711556709844,0.9679331535083063,0.8894964825564466
71429.97538772982,1066.0926985183157,369.1857588674446,248.34506120325386,1.4861876172510433,0.7397488892258562,72777.95276135075,301.56693467071915,0.7087956661146952,0.9820751319864363,0.7899273031220515,0.8168996638415627
62034.33338682587,986.4567123124376,404.797213879432,196.71419598663996,2.057505270413115,0.8738109666053088,62755.69705242684,280.8767715846308,0.7704720719396533,0.9872328422695744,0.8010515298953588,0.6939518062558472
170199.88842272596,1599.8999445931236,611.0428700782517,357.48974928789687,1.7094180595768798,0.8108683067164723,173284.48375055523,465.39890048978975,0.8110598860165693,0.9819260281509284,0.8353896611710667,0.7616319037979548
33258.17263547174,675.5519543633642,251.4617466785084,168.66206328036168,1.4906574482992372,0.7413682525115546,33616.56911824067,205.72331576588576,0.7107995519656203,0.9885424086418131,0.9149005464939621,0.8184856575528536
27386.61748402434,610.7897877048321,220.33177240070668,158.63931229913814,1.388185347839535,0.6934909585981043,27733.296586150755,186.7966990847417,0.7472936290367935,0.9864859076422697,0.9224734341516347,0.8478512708242268
42598.41821401768,775.6688629890236,299.4378482672665,182.02983696340948,1.6438443987871652,0.7935854490741229,43136.05321872621,232.81718375080516,0.8119511045698491,0.9867595753705017,0.8876400093564278,0.7776989051263237
65512.64745192767,1028.939221864823,333.47889531214344,253.40435336433413,1.3157015350091887,0.6501378081661645,67120.39168462456,288.7845011372472,0.7679899604840834,0.976204032952769,0.7776021276533746,0.8659423137478592
45161.94012827052,873.3301168393427,357.17532255682397,162.80962368659763,2.1930403904466926,0.8899451421483945,45830.885702384214,239.8763508413587,0.7512397439562,0.9858245749493177,0.7449467033092155,0.6717326734359829
